Games,Country,Gold,Silver,Bronze,Total,Percentage,Total athletes,Athletes without medals
1998 Winter,Bermuda,0,0,0,0,0.0%,1,1
1998 Winter,Kyrgyzstan,0,0,0,0,0.0%,2,2
1998 Winter,Cyprus,0,0,0,0,0.0%,1,1
1998 Winter,Belgium,0,0,1,1,33.3%,3,2
1996 Summer,Finland,1,2,1,4,3.8%,105,101
1996 Summer,Netherlands,38,9,26,73,25.2%,290,217
1996 Summer,Norway,2,3,18,23,19.8%,116,93
1996 Summer,Estonia,0,0,0,0,0.0%,52,52
1996 Summer,Turkey,4,1,1,6,9.8%,61,55
1996 Summer,Spain,23,21,22,66,17.2%,384,318
1996 Summer,Italy,19,24,28,71,15.4%,460,389
1996 Summer,Pakistan,0,0,0,0,0.0%,24,24
1996 Summer,Canada,8,30,12,50,12.3%,408,358
1996 Summer,Egypt,0,0,0,0,0.0%,33,33
1996 Summer,Libya,0,0,0,0,0.0%,5,5
1996 Summer,Qatar,0,0,0,0,0.0%,13,13
1996 Summer,Comoros,0,0,0,0,0.0%,4,4
1996 Summer,Chad,0,0,0,0,0.0%,4,4
1996 Summer,Malaysia,0,2,1,3,7.0%,43,40
1996 Summer,Brunei,0,0,0,0,0.0%,1,1
1996 Summer,United Arab Emirates,0,0,0,0,0.0%,4,4
1996 Summer,Singapore,0,0,0,0,0.0%,35,35
1996 Summer,Azerbaijan,0,1,0,1,4.2%,24,23
1996 Summer,Uzbekistan,0,1,1,2,2.1%,95,93
1996 Summer,Japan,3,26,13,42,9.4%,448,406
1996 Summer,Cameroon,0,0,0,0,0.0%,19,19
1996 Summer,Algeria,2,0,1,3,6.4%,47,44
1996 Summer,Ivory Coast,0,0,0,0,0.0%,13,13
1996 Summer,Ghana,0,0,0,0,0.0%,40,40
1996 Summer,USA,159,48,52,259,30.9%,839,580
1996 Summer,India,0,0,1,1,1.9%,54,53
1996 Summer,Georgia,0,0,2,2,4.8%,42,40
1996 Summer,Slovenia,0,2,0,2,4.3%,47,45
1996 Summer,Portugal,1,0,2,3,2.3%,131,128
1996 Summer,France,21,10,20,51,11.3%,453,402
1996 Summer,Venezuela,0,0,0,0,0.0%,53,53
1996 Summer,Palestine,0,0,0,0,0.0%,1,1
1996 Summer,Kazakhstan,3,4,4,11,7.7%,142,131
1996 Summer,Mexico,0,0,1,1,0.9%,111,110
1996 Summer,Morocco,0,0,2,2,5.3%,38,36
1996 Summer,Uganda,0,0,1,1,8.3%,12,11
1996 Summer,Germany,42,35,47,124,19.8%,626,502
1996 Summer,Sudan,0,0,0,0,0.0%,4,4
1996 Summer,Greece,4,4,0,8,4.4%,180,172
1996 Summer,Australia,32,16,84,132,24.0%,550,418
1996 Summer,Somalia,0,0,0,0,0.0%,4,4
1996 Summer,Nigeria,17,4,3,24,28.6%,84,60
1996 Summer,Suriname,0,0,0,0,0.0%,11,11
1996 Summer,Ethiopia,2,0,1,3,15.8%,19,16
1996 Summer,Syria,1,0,0,1,12.5%,8,7
1996 Summer,Puerto Rico,0,0,1,1,1.1%,91,90
1996 Summer,Brazil,5,15,43,63,25.1%,251,188
1996 Summer,Hungary,8,9,26,43,13.7%,315,272
1996 Summer,Ukraine,10,5,19,34,9.7%,351,317
1996 Summer,Russia,36,45,34,115,20.8%,552,437
1996 Summer,Croatia,16,12,0,28,23.9%,117,89
1996 Summer,Dominica,0,0,0,0,0.0%,6,6
1996 Summer,Haiti,0,0,0,0,0.0%,7,7
1996 Summer,Tunisia,0,0,1,1,1.9%,52,51
1996 Summer,Benin,0,0,0,0,0.0%,7,7
1996 Summer,Cuba,37,8,10,55,30.9%,178,123
1996 Summer,Nicaragua,0,0,0,0,0.0%,28,28
1996 Summer,Kenya,1,4,3,8,14.8%,54,46
1996 Summer,UK,2,15,9,26,6.6%,391,365
1996 Summer,Iraq,0,0,0,0,0.0%,3,3
1996 Summer,Argentina,0,19,1,20,9.0%,221,201
1996 Summer,Mauritania,0,0,0,0,0.0%,4,4
1996 Summer,South Africa,3,1,1,5,4.5%,111,106
1996 Summer,Belarus,1,6,16,23,8.9%,259,236
1996 Summer,Papua New Guinea,0,0,0,0,0.0%,17,17
1996 Summer,Togo,0,0,0,0,0.0%,7,7
1996 Summer,Denmark,21,1,1,23,15.9%,145,122
1996 Summer,Kuwait,0,0,0,0,0.0%,27,27
1996 Summer,Saudi Arabia,0,0,0,0,0.0%,34,34
1996 Summer,Bahrain,0,0,0,0,0.0%,5,5
1996 Summer,Oman,0,0,0,0,0.0%,5,5
1996 Summer,Yemen,0,0,0,0,0.0%,4,4
1996 Summer,Jordan,0,0,0,0,0.0%,5,5
1996 Summer,Bangladesh,0,0,0,0,0.0%,4,4
1996 Summer,Sweden,3,23,5,31,13.3%,233,202
1996 Summer,Dominican Republic,0,0,0,0,0.0%,16,16
1996 Summer,Lithuania,0,0,11,11,13.6%,81,70
1996 Summer,Kyrgyzstan,0,0,0,0,0.0%,53,53
1996 Summer,Israel,0,0,1,1,2.6%,38,37
1996 Summer,Iceland,0,0,0,0,0.0%,15,15
1996 Summer,Djibouti,0,0,0,0,0.0%,5,5
1996 Summer,Moldova,0,2,1,3,6.0%,50,47
1996 Summer,Ireland,3,0,1,4,4.0%,99,95
1996 Summer,Trinidad,0,0,2,2,12.5%,16,14
1996 Summer,Guinea-Bissau,0,0,0,0,0.0%,3,3
1996 Summer,Romania,13,10,15,38,13.4%,284,246
1996 Summer,Sierra Leone,0,0,0,0,0.0%,19,19
1996 Summer,Democratic Republic of the Congo,0,0,0,0,0.0%,14,14
1996 Summer,San Marino,0,0,0,0,0.0%,7,7
1996 Summer,Maldives,0,0,0,0,0.0%,9,9
1996 Summer,Laos,0,0,0,0,0.0%,5,5
1996 Summer,South Korea,10,49,7,66,15.8%,417,351
1996 Summer,China,19,70,17,106,24.2%,438,332
1996 Summer,Solomon Islands,0,0,0,0,0.0%,4,4
1996 Summer,New Zealand,3,2,4,9,7.0%,129,120
1996 Summer,Cape Verde,0,0,0,0,0.0%,3,3
1996 Summer,Cyprus,0,0,0,0,0.0%,24,24
1996 Summer,Bulgaria,3,12,6,21,11.6%,181,160
1996 Summer,Honduras,0,0,0,0,0.0%,7,7
1996 Summer,Switzerland,5,6,0,11,6.4%,172,161
1996 Summer,Jamaica,1,3,12,16,23.2%,69,53
1996 Summer,Belgium,2,2,2,6,7.4%,81,75
1996 Summer,Colombia,0,0,0,0,0.0%,62,62
1996 Summer,Chile,0,0,0,0,0.0%,24,24
1996 Summer,Indonesia,2,1,3,6,13.3%,45,39
1996 Summer,Peru,0,0,0,0,0.0%,33,33
1996 Summer,Equatorial Guinea,0,0,0,0,0.0%,8,8
1996 Summer,Turkmenistan,0,0,0,0,0.0%,7,7
1996 Summer,"Virgin Islands, British",0,0,0,0,0.0%,11,11
1996 Summer,Armenia,1,1,0,2,5.3%,38,36
1996 Summer,Seychelles,0,0,0,0,0.0%,9,9
1996 Summer,Taiwan,0,1,0,1,0.9%,107,106
1996 Summer,Sao Tome and Principe,0,0,0,0,0.0%,2,2
1996 Summer,Republic of Congo,0,0,0,0,0.0%,5,5
1996 Summer,Czech Republic,4,5,4,13,7.7%,169,156
1996 Summer,Slovakia,1,1,1,3,3.1%,98,95
1996 Summer,Saint Vincent,0,0,0,0,0.0%,12,12
1996 Summer,Botswana,0,0,0,0,0.0%,7,7
1996 Summer,Saint Lucia,0,0,0,0,0.0%,8,8
1996 Summer,Poland,7,8,7,22,10.6%,207,185
1996 Summer,Cayman Islands,0,0,0,0,0.0%,9,9
1996 Summer,Andorra,0,0,0,0,0.0%,8,8
1996 Summer,Uruguay,0,0,0,0,0.0%,15,15
1996 Summer,Antigua,0,0,0,0,0.0%,19,19
1996 Summer,Saint Kitts,0,0,0,0,0.0%,14,14
1996 Summer,Serbia,1,12,13,26,32.9%,79,53
1996 Summer,Panama,0,0,0,0,0.0%,9,9
1996 Summer,Austria,0,1,2,3,3.3%,92,89
1996 Summer,Paraguay,0,0,0,0,0.0%,7,7
1996 Summer,Mongolia,0,0,1,1,5.6%,18,17
1996 Summer,Bermuda,0,0,0,0,0.0%,10,10
1996 Summer,Mauritius,0,0,0,0,0.0%,36,36
1996 Summer,"Virgin Islands, US",0,0,0,0,0.0%,14,14
1996 Summer,Namibia,0,2,0,2,20.0%,10,8
1996 Summer,El Salvador,0,0,0,0,0.0%,10,10
1996 Summer,Guam,0,0,0,0,0.0%,9,9
1996 Summer,Latvia,0,1,0,1,1.8%,55,54
1996 Summer,Central African Republic,0,0,0,0,0.0%,5,5
1996 Summer,Albania,0,0,0,0,0.0%,9,9
1996 Summer,Sri Lanka,0,0,0,0,0.0%,11,11
1996 Summer,Angola,0,0,0,0,0.0%,30,30
1996 Summer,Zimbabwe,0,0,0,0,0.0%,21,21
1996 Summer,Liechtenstein,0,0,0,0,0.0%,2,2
1996 Summer,Guatemala,0,0,0,0,0.0%,28,28
1996 Summer,Nepal,0,0,0,0,0.0%,6,6
1996 Summer,Fiji,0,0,0,0,0.0%,21,21
1996 Summer,Malta,0,0,0,0,0.0%,10,10
1996 Summer,Tajikistan,0,0,0,0,0.0%,8,8
1996 Summer,Macedonia,0,0,0,0,0.0%,16,16
1996 Summer,Gabon,0,0,0,0,0.0%,9,9
1996 Summer,Costa Rica,1,0,0,1,7.7%,13,12
1996 Summer,Philippines,0,1,0,1,5.6%,18,17
1996 Summer,Grenada,0,0,0,0,0.0%,5,5
1996 Summer,American Samoa,0,0,0,0,0.0%,7,7
1996 Summer,Ecuador,1,0,0,1,3.6%,28,27
1996 Summer,Boliva,0,0,0,0,0.0%,9,9
1996 Summer,Mali,0,0,0,0,0.0%,4,4
1996 Summer,Vietnam,0,0,0,0,0.0%,6,6
1996 Summer,Hong Kong,1,0,0,1,3.1%,32,31
1996 Summer,Thailand,1,0,1,2,3.4%,58,56
1996 Summer,North Korea,2,1,2,5,13.9%,36,31
1996 Summer,Zambia,0,1,0,1,12.5%,8,7
1996 Summer,Lebanon,0,0,0,0,0.0%,1,1
1996 Summer,Bahamas,0,5,0,5,13.9%,36,31
1996 Summer,Liberia,0,0,0,0,0.0%,7,7
1996 Summer,Barbados,0,0,0,0,0.0%,22,22
1996 Summer,Curacao,0,0,0,0,0.0%,7,7
1996 Summer,Bosnia and Herzegovina,0,0,0,0,0.0%,12,12
1996 Summer,Nauru,0,0,0,0,0.0%,3,3
1996 Summer,Senegal,0,0,0,0,0.0%,12,12
1996 Summer,Guinea,0,0,0,0,0.0%,5,5
1996 Summer,Monaco,0,0,0,0,0.0%,4,4
1996 Summer,Aruba,0,0,0,0,0.0%,3,3
1996 Summer,Guyana,0,0,0,0,0.0%,9,9
1996 Summer,Luxembourg,0,0,0,0,0.0%,7,7
1996 Summer,Gambia,0,0,0,0,0.0%,12,12
1996 Summer,Iran,1,1,1,3,16.7%,18,15
1996 Summer,Belize,0,0,0,0,0.0%,5,5
1996 Summer,Burundi,1,0,0,1,14.3%,7,6
1996 Summer,Samoa,0,0,0,0,0.0%,5,5
1996 Summer,Afghanistan,0,0,0,0,0.0%,2,2
1996 Summer,Tonga,0,1,0,1,20.0%,5,4
1996 Summer,Cambodia,0,0,0,0,0.0%,5,5
1996 Summer,Tanzania,0,0,0,0,0.0%,7,7
1996 Summer,Myanmar,0,0,0,0,0.0%,3,3
1996 Summer,Rwanda,0,0,0,0,0.0%,4,4
1996 Summer,Vanuatu,0,0,0,0,0.0%,4,4
1996 Summer,Mozambique,0,0,1,1,33.3%,3,2
1996 Summer,Bhutan,0,0,0,0,0.0%,2,2
1996 Summer,Burkina Faso,0,0,0,0,0.0%,5,5
1996 Summer,Niger,0,0,0,0,0.0%,3,3
1996 Summer,Lesotho,0,0,0,0,0.0%,11,11
1996 Summer,Swaziland,0,0,0,0,0.0%,6,6
1996 Summer,Malawi,0,0,0,0,0.0%,2,2
1996 Summer,Cook Islands,0,0,0,0,0.0%,3,3
1996 Summer,Madagascar,0,0,0,0,0.0%,14,14
1994 Winter,Netherlands,0,1,3,4,9.3%,43,39
1994 Winter,USA,6,8,5,19,8.0%,237,218
1994 Winter,Finland,0,1,29,30,26.8%,112,82
1994 Winter,Norway,8,17,5,30,18.9%,159,129
1994 Winter,Japan,3,5,2,10,8.0%,125,115
1994 Winter,"Virgin Islands, US",0,0,0,0,0.0%,10,10
1994 Winter,Georgia,0,0,0,0,0.0%,7,7
1994 Winter,Russia,19,13,4,36,17.3%,208,172
1994 Winter,Bulgaria,0,0,0,0,0.0%,38,38
1994 Winter,Germany,18,10,12,40,21.7%,184,144
1994 Winter,Switzerland,4,8,4,16,15.1%,106,90
1994 Winter,Czech Republic,0,0,0,0,0.0%,117,117
1994 Winter,France,0,1,10,11,6.5%,169,158
1994 Winter,South Korea,7,1,1,9,20.0%,45,36
1994 Winter,Italy,14,6,12,32,16.6%,193,161
1994 Winter,Denmark,0,0,0,0,0.0%,9,9
1994 Winter,Sweden,23,1,0,24,15.9%,151,127
1994 Winter,Armenia,0,0,0,0,0.0%,2,2
1994 Winter,Estonia,0,0,0,0,0.0%,67,67
1994 Winter,Puerto Rico,0,0,0,0,0.0%,6,6
1994 Winter,Greece,0,0,0,0,0.0%,15,15
1994 Winter,Spain,0,0,0,0,0.0%,33,33
1994 Winter,Romania,0,0,0,0,0.0%,48,48
1994 Winter,Iceland,0,0,0,0,0.0%,14,14
1994 Winter,Latvia,0,0,0,0,0.0%,42,42
1994 Winter,Austria,2,3,7,12,9.2%,130,118
1994 Winter,Canada,3,29,5,37,24.8%,149,112
1994 Winter,Bosnia and Herzegovina,0,0,0,0,0.0%,12,12
1994 Winter,Slovakia,0,0,0,0,0.0%,67,67
1994 Winter,Ukraine,1,0,1,2,3.3%,60,58
1994 Winter,Kazakhstan,1,2,0,3,4.2%,71,68
1994 Winter,Australia,0,0,4,4,8.5%,47,43
1994 Winter,Mongolia,0,0,0,0,0.0%,2,2
1994 Winter,Argentina,0,0,0,0,0.0%,20,20
1994 Winter,UK,0,0,3,3,5.9%,51,48
1994 Winter,Hungary,0,0,0,0,0.0%,28,28
1994 Winter,Monaco,0,0,0,0,0.0%,7,7
1994 Winter,Belgium,0,0,0,0,0.0%,8,8
1994 Winter,Poland,0,0,0,0,0.0%,59,59
1994 Winter,Uzbekistan,1,0,0,1,14.3%,7,6
1994 Winter,Liechtenstein,0,0,0,0,0.0%,25,25
1994 Winter,Taiwan,0,0,0,0,0.0%,2,2
1994 Winter,China,0,1,2,3,7.0%,43,40
1994 Winter,New Zealand,0,0,0,0,0.0%,16,16
1994 Winter,San Marino,0,0,0,0,0.0%,3,3
1994 Winter,Belarus,0,2,0,2,2.7%,74,72
1994 Winter,Slovenia,0,0,3,3,5.1%,59,56
1994 Winter,Lithuania,0,0,0,0,0.0%,13,13
1994 Winter,Andorra,0,0,0,0,0.0%,13,13
1994 Winter,Cyprus,0,0,0,0,0.0%,1,1
1994 Winter,Moldova,0,0,0,0,0.0%,4,4
1994 Winter,Luxembourg,0,0,0,0,0.0%,5,5
1994 Winter,Senegal,0,0,0,0,0.0%,1,1
1994 Winter,Trinidad,0,0,0,0,0.0%,2,2
1994 Winter,American Samoa,0,0,0,0,0.0%,2,2
1994 Winter,Chile,0,0,0,0,0.0%,7,7
1994 Winter,Portugal,0,0,0,0,0.0%,4,4
1994 Winter,South Africa,0,0,0,0,0.0%,3,3
1994 Winter,Brazil,0,0,0,0,0.0%,1,1
1994 Winter,Croatia,0,0,0,0,0.0%,11,11
1994 Winter,Bermuda,0,0,0,0,0.0%,1,1
1994 Winter,Fiji,0,0,0,0,0.0%,1,1
1994 Winter,Kyrgyzstan,0,0,0,0,0.0%,2,2
1994 Winter,Israel,0,0,0,0,0.0%,1,1
1994 Winter,Jamaica,0,0,0,0,0.0%,6,6
1994 Winter,Mexico,0,0,0,0,0.0%,1,1
1994 Winter,Turkey,0,0,0,0,0.0%,1,1
1992 Winter,Netherlands,1,1,2,4,10.0%,40,36
1992 Winter,USA,5,7,2,14,6.0%,234,220
1992 Winter,Norway,9,10,5,24,15.4%,156,132
1992 Winter,Japan,3,2,7,12,8.8%,136,124
1992 Winter,Sweden,1,0,6,7,5.1%,136,129
1992 Winter,"Virgin Islands, US",0,0,0,0,0.0%,19,19
1992 Winter,Lebanon,0,0,0,0,0.0%,8,8
1992 Winter,Poland,0,0,0,0,0.0%,98,98
1992 Winter,Switzerland,2,0,5,7,5.4%,129,122
1992 Winter,Czech Republic,0,0,27,27,18.2%,148,121
1992 Winter,Germany,14,17,7,38,19.7%,193,155
1992 Winter,South Korea,5,1,1,7,12.3%,57,50
1992 Winter,Morocco,0,0,0,0,0.0%,23,23
1992 Winter,Italy,4,9,8,21,11.7%,180,159
1992 Winter,Argentina,0,0,0,0,0.0%,46,46
1992 Winter,Bulgaria,0,0,0,0,0.0%,72,72
1992 Winter,Russia,35,10,14,59,27.6%,214,155
1992 Winter,France,5,6,1,12,6.5%,184,172
1992 Winter,Canada,5,28,3,36,19.4%,186,150
1992 Winter,Mongolia,0,0,0,0,0.0%,11,11
1992 Winter,Mexico,0,0,0,0,0.0%,34,34
1992 Winter,Puerto Rico,0,0,0,0,0.0%,6,6
1992 Winter,Greece,0,0,0,0,0.0%,26,26
1992 Winter,Latvia,0,0,0,0,0.0%,38,38
1992 Winter,Romania,0,0,0,0,0.0%,62,62
1992 Winter,Brazil,0,0,0,0,0.0%,16,16
1992 Winter,Austria,9,10,10,29,24.0%,121,92
1992 Winter,Boliva,0,0,0,0,0.0%,8,8
1992 Winter,Cyprus,0,0,0,0,0.0%,11,11
1992 Winter,UK,0,0,0,0,0.0%,90,90
1992 Winter,Serbia,0,0,0,0,0.0%,60,60
1992 Winter,Hungary,0,0,0,0,0.0%,62,62
1992 Winter,Slovenia,0,0,0,0,0.0%,61,61
1992 Winter,Monaco,0,0,0,0,0.0%,8,8
1992 Winter,Denmark,0,0,0,0,0.0%,13,13
1992 Winter,Turkey,0,0,0,0,0.0%,17,17
1992 Winter,Iceland,0,0,0,0,0.0%,15,15
1992 Winter,Belgium,0,0,0,0,0.0%,7,7
1992 Winter,Finland,6,1,6,13,11.4%,114,101
1992 Winter,Spain,0,0,1,1,2.2%,45,44
1992 Winter,Algeria,0,0,0,0,0.0%,8,8
1992 Winter,Liechtenstein,0,0,0,0,0.0%,18,18
1992 Winter,Australia,0,0,0,0,0.0%,41,41
1992 Winter,Curacao,0,0,0,0,0.0%,2,2
1992 Winter,Taiwan,0,0,0,0,0.0%,11,11
1992 Winter,North Korea,0,0,1,1,2.8%,36,35
1992 Winter,China,0,3,0,3,4.1%,74,71
1992 Winter,Costa Rica,0,0,0,0,0.0%,6,6
1992 Winter,India,0,0,0,0,0.0%,4,4
1992 Winter,Croatia,0,0,0,0,0.0%,8,8
1992 Winter,New Zealand,0,1,0,1,10.0%,10,9
1992 Winter,Lithuania,0,0,0,0,0.0%,13,13
1992 Winter,San Marino,0,0,0,0,0.0%,8,8
1992 Winter,Andorra,0,0,0,0,0.0%,14,14
1992 Winter,Swaziland,0,0,0,0,0.0%,3,3
1992 Winter,Luxembourg,0,2,0,2,40.0%,5,3
1992 Winter,Senegal,0,0,0,0,0.0%,10,10
1992 Winter,Jamaica,0,0,0,0,0.0%,8,8
1992 Winter,Estonia,0,0,0,0,0.0%,51,51
1992 Winter,Chile,0,0,0,0,0.0%,12,12
1992 Winter,Ireland,0,0,0,0,0.0%,4,4
1992 Winter,Honduras,0,0,0,0,0.0%,3,3
1992 Winter,Bermuda,0,0,0,0,0.0%,1,1
1992 Winter,Philippines,0,0,0,0,0.0%,2,2
1992 Summer,China,18,45,19,82,20.8%,394,312
1992 Summer,Finland,1,4,2,7,5.4%,130,123
1992 Summer,Norway,2,20,1,23,20.2%,114,91
1992 Summer,Estonia,1,0,2,3,6.5%,46,43
1992 Summer,Chad,0,0,0,0,0.0%,7,7
1992 Summer,Cuba,42,13,14,69,35.2%,196,127
1992 Summer,Chile,0,0,0,0,0.0%,15,15
1992 Summer,Hungary,14,23,8,45,12.8%,351,306
1992 Summer,Italy,21,10,14,45,10.4%,431,386
1992 Summer,Pakistan,0,0,16,16,57.1%,28,12
1992 Summer,Egypt,0,0,0,0,0.0%,83,83
1992 Summer,Algeria,1,0,1,2,5.6%,36,34
1992 Summer,Qatar,0,0,1,1,3.3%,30,29
1992 Summer,Djibouti,0,0,0,0,0.0%,8,8
1992 Summer,Malaysia,0,0,2,2,6.7%,30,28
1992 Summer,Iraq,0,0,0,0,0.0%,8,8
1992 Summer,Kuwait,0,0,0,0,0.0%,37,37
1992 Summer,Singapore,0,0,0,0,0.0%,37,37
1992 Summer,Russia,92,61,67,220,33.8%,650,430
1992 Summer,Japan,3,8,36,47,12.0%,392,345
1992 Summer,Ethiopia,1,0,2,3,12.5%,24,21
1992 Summer,Spain,48,19,2,69,12.8%,537,468
1992 Summer,Ivory Coast,0,0,0,0,0.0%,18,18
1992 Summer,India,0,0,0,0,0.0%,61,61
1992 Summer,Morocco,1,1,1,3,6.7%,45,42
1992 Summer,Portugal,0,0,0,0,0.0%,115,115
1992 Summer,Puerto Rico,0,0,1,1,1.0%,101,100
1992 Summer,Colombia,0,0,1,1,1.6%,61,60
1992 Summer,Ghana,0,0,20,20,48.8%,41,21
1992 Summer,Mexico,0,1,0,1,0.7%,140,139
1992 Summer,Seychelles,0,0,0,0,0.0%,21,21
1992 Summer,UK,8,3,39,50,9.8%,512,462
1992 Summer,Kenya,2,4,2,8,14.5%,55,47
1992 Summer,Poland,5,22,19,46,17.5%,263,217
1992 Summer,Czech Republic,4,3,1,8,3.0%,269,261
1992 Summer,Germany,81,57,60,198,30.3%,653,455
1992 Summer,Australia,14,27,16,57,14.6%,390,333
1992 Summer,USA,89,50,85,224,30.5%,734,510
1992 Summer,France,9,5,43,57,11.7%,486,429
1992 Summer,South Africa,0,3,0,3,2.1%,141,138
1992 Summer,Nigeria,0,7,4,11,15.3%,72,61
1992 Summer,Brazil,13,1,0,14,6.0%,233,219
1992 Summer,Sweden,1,27,7,35,13.9%,252,217
1992 Summer,Switzerland,1,0,0,1,0.6%,171,170
1992 Summer,Iran,0,1,2,3,6.8%,44,41
1992 Summer,Benin,0,0,0,0,0.0%,7,7
1992 Summer,Panama,0,0,0,0,0.0%,7,7
1992 Summer,Argentina,0,0,2,2,1.8%,111,109
1992 Summer,Nicaragua,0,0,0,0,0.0%,9,9
1992 Summer,Togo,0,0,0,0,0.0%,9,9
1992 Summer,Libya,0,0,0,0,0.0%,5,5
1992 Summer,Mauritania,0,0,0,0,0.0%,6,6
1992 Summer,United Arab Emirates,0,0,0,0,0.0%,36,36
1992 Summer,Bahrain,0,0,0,0,0.0%,15,15
1992 Summer,Oman,0,0,0,0,0.0%,5,5
1992 Summer,Syria,0,0,0,0,0.0%,9,9
1992 Summer,Saudi Arabia,0,0,0,0,0.0%,17,17
1992 Summer,Yemen,0,0,0,0,0.0%,8,8
1992 Summer,Jordan,0,0,0,0,0.0%,5,5
1992 Summer,Croatia,0,12,3,15,32.6%,46,31
1992 Summer,Individual Olympic Athletes,0,1,2,3,3.9%,76,73
1992 Summer,Canada,27,5,12,44,9.9%,445,401
1992 Summer,Bulgaria,3,7,7,17,7.2%,236,219
1992 Summer,"Virgin Islands, US",0,0,0,0,0.0%,34,34
1992 Summer,Samoa,0,0,0,0,0.0%,5,5
1992 Summer,Barbados,0,0,0,0,0.0%,22,22
1992 Summer,Guam,0,0,0,0,0.0%,45,45
1992 Summer,Philippines,0,0,1,1,2.6%,38,37
1992 Summer,Paraguay,0,0,0,0,0.0%,31,31
1992 Summer,Costa Rica,0,0,0,0,0.0%,20,20
1992 Summer,Peru,0,1,0,1,4.8%,21,20
1992 Summer,Central African Republic,0,0,0,0,0.0%,21,21
1992 Summer,Sierra Leone,0,0,0,0,0.0%,15,15
1992 Summer,Bangladesh,0,0,0,0,0.0%,9,9
1992 Summer,Sri Lanka,0,0,0,0,0.0%,16,16
1992 Summer,San Marino,0,0,0,0,0.0%,20,20
1992 Summer,Israel,0,1,1,2,4.5%,44,42
1992 Summer,Maldives,0,0,0,0,0.0%,10,10
1992 Summer,Democratic Republic of the Congo,0,0,0,0,0.0%,19,19
1992 Summer,Austria,0,6,0,6,4.7%,127,121
1992 Summer,South Korea,28,5,16,49,15.2%,322,273
1992 Summer,North Korea,4,0,6,10,8.1%,123,113
1992 Summer,Denmark,3,2,9,14,9.7%,144,130
1992 Summer,New Zealand,1,9,5,15,8.6%,175,160
1992 Summer,Iceland,0,0,0,0,0.0%,31,31
1992 Summer,Romania,8,31,14,53,17.3%,306,253
1992 Summer,Indonesia,2,3,1,6,11.8%,51,45
1992 Summer,Equatorial Guinea,0,0,0,0,0.0%,8,8
1992 Summer,Boliva,0,0,0,0,0.0%,21,21
1992 Summer,Belgium,0,1,2,3,2.9%,103,100
1992 Summer,Antigua,0,0,0,0,0.0%,18,18
1992 Summer,Dominican Republic,0,0,0,0,0.0%,32,32
1992 Summer,Netherlands,5,20,8,33,12.8%,257,224
1992 Summer,Greece,2,0,0,2,2.6%,76,74
1992 Summer,Lebanon,0,0,0,0,0.0%,18,18
1992 Summer,Suriname,0,0,1,1,11.1%,9,8
1992 Summer,Turkey,2,2,2,6,11.1%,54,48
1992 Summer,Solomon Islands,0,0,0,0,0.0%,1,1
1992 Summer,Senegal,0,0,0,0,0.0%,25,25
1992 Summer,Hong Kong,0,0,0,0,0.0%,66,66
1992 Summer,Guatemala,0,0,0,0,0.0%,41,41
1992 Summer,Cyprus,0,0,0,0,0.0%,19,19
1992 Summer,Papua New Guinea,0,0,0,0,0.0%,19,19
1992 Summer,Mongolia,0,0,2,2,5.3%,38,36
1992 Summer,Lithuania,1,0,12,13,24.1%,54,41
1992 Summer,Guinea,0,0,0,0,0.0%,11,11
1992 Summer,Cayman Islands,0,0,0,0,0.0%,13,13
1992 Summer,Honduras,0,0,0,0,0.0%,27,27
1992 Summer,Tunisia,0,0,0,0,0.0%,15,15
1992 Summer,Latvia,0,2,1,3,7.5%,40,37
1992 Summer,Ireland,1,1,0,2,2.6%,77,75
1992 Summer,Andorra,0,0,0,0,0.0%,8,8
1992 Summer,Slovenia,0,0,6,6,12.8%,47,41
1992 Summer,Republic of Congo,0,0,0,0,0.0%,10,10
1992 Summer,Albania,0,0,0,0,0.0%,9,9
1992 Summer,Jamaica,0,3,1,4,7.8%,51,47
1992 Summer,Liechtenstein,0,0,0,0,0.0%,8,8
1992 Summer,Fiji,0,0,0,0,0.0%,36,36
1992 Summer,Trinidad,0,0,0,0,0.0%,13,13
1992 Summer,Thailand,0,0,1,1,1.6%,64,63
1992 Summer,Gabon,0,0,0,0,0.0%,5,5
1992 Summer,Bermuda,0,0,0,0,0.0%,29,29
1992 Summer,American Samoa,0,0,0,0,0.0%,3,3
1992 Summer,Bosnia and Herzegovina,0,0,0,0,0.0%,13,13
1992 Summer,Tanzania,0,0,0,0,0.0%,9,9
1992 Summer,Zambia,0,0,0,0,0.0%,11,11
1992 Summer,Ecuador,0,0,0,0,0.0%,15,15
1992 Summer,Angola,0,0,0,0,0.0%,33,33
1992 Summer,Guyana,0,0,0,0,0.0%,7,7
1992 Summer,Malta,0,0,0,0,0.0%,8,8
1992 Summer,Taiwan,0,20,0,20,52.6%,38,18
1992 Summer,Belize,0,0,0,0,0.0%,18,18
1992 Summer,Uruguay,0,0,0,0,0.0%,18,18
1992 Summer,Zimbabwe,0,0,0,0,0.0%,28,28
1992 Summer,Mauritius,0,0,0,0,0.0%,22,22
1992 Summer,Luxembourg,0,0,0,0,0.0%,8,8
1992 Summer,Saint Vincent,0,0,0,0,0.0%,8,8
1992 Summer,Mali,0,0,0,0,0.0%,6,6
1992 Summer,Namibia,0,2,0,2,20.0%,10,8
1992 Summer,Curacao,0,0,0,0,0.0%,4,4
